e,E,s,k
kline,1714310708005,BTCUSDT,"{'t': 1714310707000, 'T': 1714310707999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026773, 'L': 3577026825, 'o': '63777.04000000', 'c': '63768.94000000', 'h': '63777.04000000', 'l': '63768.94000000', 'v': '1.05546000', 'n': 53, 'x': True, 'q': '67311.16759470', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310709004,BTCUSDT,"{'t': 1714310708000, 'T': 1714310708999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026826, 'L': 3577026831, 'o': '63768.81000000', 'c': '63768.81000000', 'h': '63768.82000000', 'l': '63768.81000000', 'v': '0.01968000', 'n': 6, 'x': True, 'q': '1254.97018190', 'V': '0.00011000', 'Q': '7.01457020', 'B': '0'}"
kline,1714310710005,BTCUSDT,"{'t': 1714310709000, 'T': 1714310709999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026832, 'L': 3577026855, 'o': '63768.81000000', 'c': '63764.11000000', 'h': '63768.81000000', 'l': '63764.10000000', 'v': '0.08845000', 'n': 24, 'x': True, 'q': '5640.26708070', 'V': '0.01745000', 'Q': '1112.68924950', 'B': '0'}"
kline,1714310711005,BTCUSDT,"{'t': 1714310710000, 'T': 1714310710999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026856, 'L': 3577026859, 'o': '63764.10000000', 'c': '63764.10000000', 'h': '63764.11000000', 'l': '63764.10000000', 'v': '0.05295000', 'n': 4, 'x': True, 'q': '3376.30962200', 'V': '0.05270000', 'Q': '3360.36859700', 'B': '0'}"
kline,1714310712004,BTCUSDT,"{'t': 1714310711000, 'T': 1714310711999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026860, 'L': 3577026860, 'o': '63764.11000000', 'c': '63764.11000000', 'h': '63764.11000000', 'l': '63764.11000000', 'v': '0.00015000', 'n': 1, 'x': True, 'q': '9.56461650', 'V': '0.00015000', 'Q': '9.56461650', 'B': '0'}"
kline,1714310713005,BTCUSDT,"{'t': 1714310712000, 'T': 1714310712999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026861, 'L': 3577026865, 'o': '63764.10000000', 'c': '63764.10000000', 'h': '63764.11000000', 'l': '63764.10000000', 'v': '0.01253000', 'n': 5, 'x': True, 'q': '798.96417700', 'V': '0.00040000', 'Q': '25.50564400', 'B': '0'}"
kline,1714310714004,BTCUSDT,"{'t': 1714310713000, 'T': 1714310713999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026866, 'L': 3577026886, 'o': '63764.10000000', 'c': '63761.58000000', 'h': '63764.11000000', 'l': '63761.58000000', 'v': '0.67196000', 'n': 21, 'x': True, 'q': '42846.14924800', 'V': '0.00055000', 'Q': '35.07026050', 'B': '0'}"
kline,1714310715005,BTCUSDT,"{'t': 1714310714000, 'T': 1714310714999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026887, 'L': 3577026887, 'o': '63761.58000000', 'c': '63761.58000000', 'h': '63761.58000000', 'l': '63761.58000000', 'v': '0.00026000', 'n': 1, 'x': True, 'q': '16.57801080', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310716005,BTCUSDT,"{'t': 1714310715000, 'T': 1714310715999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026888, 'L': 3577026897, 'o': '63761.58000000', 'c': '63761.58000000', 'h': '63761.59000000', 'l': '63761.58000000', 'v': '0.15825000', 'n': 10, 'x': True, 'q': '10090.27006620', 'V': '0.00312000', 'Q': '198.93616080', 'B': '0'}"
kline,1714310717005,BTCUSDT,"{'t': 1714310716000, 'T': 1714310716999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026898, 'L': 3577026911, 'o': '63761.59000000', 'c': '63761.35000000', 'h': '63761.59000000', 'l': '63761.35000000', 'v': '0.32029000', 'n': 14, 'x': True, 'q': '20422.19708520', 'V': '0.06477000', 'Q': '4129.83818430', 'B': '0'}"
kline,1714310718005,BTCUSDT,"{'t': 1714310717000, 'T': 1714310717999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026912, 'L': 3577026934, 'o': '63761.35000000', 'c': '63760.01000000', 'h': '63761.35000000', 'l': '63760.00000000', 'v': '0.28817000', 'n': 23, 'x': True, 'q': '18373.85655500', 'V': '0.01831000', 'Q': '1167.44601090', 'B': '0'}"
kline,1714310721005,BTCUSDT,"{'t': 1714310720000, 'T': 1714310720999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026960, 'L': 3577026978, 'o': '63756.32000000', 'c': '63753.53000000', 'h': '63756.32000000', 'l': '63753.53000000', 'v': '0.33567000', 'n': 19, 'x': True, 'q': '21400.45091360', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310722006,BTCUSDT,"{'t': 1714310721000, 'T': 1714310721999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026979, 'L': 3577026986, 'o': '63753.53000000', 'c': '63751.87000000', 'h': '63753.53000000', 'l': '63751.87000000', 'v': '0.19184000', 'n': 8, 'x': True, 'q': '12230.20080750', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310723006,BTCUSDT,"{'t': 1714310722000, 'T': 1714310722999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026987, 'L': 3577027002, 'o': '63751.87000000', 'c': '63747.62000000', 'h': '63751.87000000', 'l': '63747.62000000', 'v': '0.17563000', 'n': 16, 'x': True, 'q': '11196.69245900', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310724005,BTCUSDT,"{'t': 1714310723000, 'T': 1714310723999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027003, 'L': 3577027013, 'o': '63747.61000000', 'c': '63745.90000000', 'h': '63747.61000000', 'l': '63745.90000000', 'v': '0.13496000', 'n': 11, 'x': True, 'q': '8603.26859480', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310725006,BTCUSDT,"{'t': 1714310724000, 'T': 1714310724999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027014, 'L': 3577027017, 'o': '63745.91000000', 'c': '63745.90000000', 'h': '63745.91000000', 'l': '63745.90000000', 'v': '0.02872000', 'n': 4, 'x': True, 'q': '1830.78226020', 'V': '0.00122000', 'Q': '77.77001020', 'B': '0'}"
kline,1714310726006,BTCUSDT,"{'t': 1714310725000, 'T': 1714310725999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027018, 'L': 3577027021, 'o': '63745.91000000', 'c': '63745.90000000', 'h': '63745.91000000', 'l': '63745.90000000', 'v': '0.03652000', 'n': 4, 'x': True, 'q': '2328.00030710', 'V': '0.00391000', 'Q': '249.24650810', 'B': '0'}"
kline,1714310727006,BTCUSDT,"{'t': 1714310726000, 'T': 1714310726999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027022, 'L': 3577027027, 'o': '63745.91000000', 'c': '63745.90000000', 'h': '63745.91000000', 'l': '63745.90000000', 'v': '0.15737000', 'n': 6, 'x': True, 'q': '10031.69228420', 'V': '0.00012000', 'Q': '7.64950920', 'B': '0'}"
kline,1714310728006,BTCUSDT,"{'t': 1714310727000, 'T': 1714310727999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027028, 'L': 3577027030, 'o': '63745.90000000', 'c': '63745.90000000', 'h': '63745.90000000', 'l': '63745.90000000', 'v': '0.19311000', 'n': 3, 'x': True, 'q': '12309.97074900', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310729006,BTCUSDT,"{'t': 1714310728000, 'T': 1714310728999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027031, 'L': 3577027035, 'o': '63745.90000000', 'c': '63745.90000000', 'h': '63745.91000000', 'l': '63745.90000000', 'v': '0.01456000', 'n': 5, 'x': True, 'q': '928.14042970', 'V': '0.01257000', 'Q': '801.28608870', 'B': '0'}"
kline,1714310761005,BTCUSDT,"{'t': 1714310760000, 'T': 1714310760999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027214, 'L': 3577027246, 'o': '63743.03000000', 'c': '63743.04000000', 'h': '63743.04000000', 'l': '63743.03000000', 'v': '0.11160000', 'n': 33, 'x': True, 'q': '7113.72316920', 'V': '0.10212000', 'Q': '6509.43924480', 'B': '0'}"
kline,1714310762005,BTCUSDT,"{'t': 1714310761000, 'T': 1714310761999, 's': 'BTCUSDT', 'i': '1s', 'f': -1, 'L': -1, 'o': '63743.04000000', 'c': '63743.04000000', 'h': '63743.04000000', 'l': '63743.04000000', 'v': '0.00000000', 'n': 0, 'x': True, 'q': '0.00000000', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310763005,BTCUSDT,"{'t': 1714310762000, 'T': 1714310762999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027247, 'L': 3577027265, 'o': '63743.03000000', 'c': '63740.25000000', 'h': '63743.03000000', 'l': '63740.25000000', 'v': '0.33216000', 'n': 19, 'x': True, 'q': '21172.87804000', 'V': '0.00122000', 'Q': '77.76526440', 'B': '0'}"
kline,1714310764005,BTCUSDT,"{'t': 1714310763000, 'T': 1714310763999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027266, 'L': 3577027301, 'o': '63739.42000000', 'c': '63731.11000000', 'h': '63739.42000000', 'l': '63731.11000000', 'v': '0.81487000', 'n': 36, 'x': True, 'q': '51936.53501640', 'V': '0.00797000', 'Q': '507.94087100', 'B': '0'}"
kline,1714310765005,BTCUSDT,"{'t': 1714310764000, 'T': 1714310764999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027302, 'L': 3577027303, 'o': '63731.11000000', 'c': '63731.12000000', 'h': '63731.12000000', 'l': '63731.11000000', 'v': '0.01983000', 'n': 2, 'x': True, 'q': '1263.78798500', 'V': '0.00737000', 'Q': '469.69835440', 'B': '0'}"
kline,1714310766005,BTCUSDT,"{'t': 1714310765000, 'T': 1714310765999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027304, 'L': 3577027305, 'o': '63731.12000000', 'c': '63731.12000000', 'h': '63731.12000000', 'l': '63731.12000000', 'v': '0.00258000', 'n': 2, 'x': True, 'q': '164.42628960', 'V': '0.00258000', 'Q': '164.42628960', 'B': '0'}"
kline,1714310767005,BTCUSDT,"{'t': 1714310766000, 'T': 1714310766999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027306, 'L': 3577027318, 'o': '63731.12000000', 'c': '63731.12000000', 'h': '63731.12000000', 'l': '63731.11000000', 'v': '0.21343000', 'n': 13, 'x': True, 'q': '13602.13293400', 'V': '0.21267000', 'Q': '13553.69729040', 'B': '0'}"
kline,1714310768005,BTCUSDT,"{'t': 1714310767000, 'T': 1714310767999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027319, 'L': 3577027327, 'o': '63731.12000000', 'c': '63733.61000000', 'h': '63733.61000000', 'l': '63731.12000000', 'v': '0.05209000', 'n': 9, 'x': True, 'q': '3319.77437300', 'V': '0.05209000', 'Q': '3319.77437300', 'B': '0'}"
kline,1714310769005,BTCUSDT,"{'t': 1714310768000, 'T': 1714310768999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027328, 'L': 3577027334, 'o': '63733.99000000', 'c': '63733.98000000', 'h': '63733.99000000', 'l': '63733.98000000', 'v': '0.07037000', 'n': 7, 'x': True, 'q': '4484.96047370', 'V': '0.03011000', 'Q': '1919.03043890', 'B': '0'}"
kline,1714310770005,BTCUSDT,"{'t': 1714310769000, 'T': 1714310769999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027335, 'L': 3577027336, 'o': '63733.99000000', 'c': '63733.99000000', 'h': '63733.99000000', 'l': '63733.99000000', 'v': '0.00424000', 'n': 2, 'x': True, 'q': '270.23211760', 'V': '0.00424000', 'Q': '270.23211760', 'B': '0'}"
kline,1714310771004,BTCUSDT,"{'t': 1714310770000, 'T': 1714310770999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027337, 'L': 3577027355, 'o': '63733.99000000', 'c': '63733.99000000', 'h': '63733.99000000', 'l': '63733.99000000', 'v': '0.00462000', 'n': 19, 'x': True, 'q': '294.45103380', 'V': '0.00462000', 'Q': '294.45103380', 'B': '0'}"
kline,1714310772005,BTCUSDT,"{'t': 1714310771000, 'T': 1714310771999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027356, 'L': 3577027357, 'o': '63733.98000000', 'c': '63733.99000000', 'h': '63733.99000000', 'l': '63733.98000000', 'v': '0.03813000', 'n': 2, 'x': True, 'q': '2430.17702290', 'V': '0.03655000', 'Q': '2329.47733450', 'B': '0'}"
kline,1714310773005,BTCUSDT,"{'t': 1714310772000, 'T': 1714310772999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027358, 'L': 3577027379, 'o': '63733.99000000', 'c': '63738.00000000', 'h': '63738.00000000', 'l': '63733.99000000', 'v': '0.96829000', 'n': 22, 'x': True, 'q': '61716.07102050', 'V': '0.20263000', 'Q': '12914.44159710', 'B': '0'}"
kline,1714310774005,BTCUSDT,"{'t': 1714310773000, 'T': 1714310773999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027380, 'L': 3577027383, 'o': '63737.99000000', 'c': '63737.99000000', 'h': '63737.99000000', 'l': '63737.99000000', 'v': '0.06784000', 'n': 4, 'x': True, 'q': '4323.98524160', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310775004,BTCUSDT,"{'t': 1714310774000, 'T': 1714310774999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027384, 'L': 3577027384, 'o': '63738.00000000', 'c': '63738.00000000', 'h': '63738.00000000', 'l': '63738.00000000', 'v': '0.00015000', 'n': 1, 'x': True, 'q': '9.56070000', 'V': '0.00015000', 'Q': '9.56070000', 'B': '0'}"
kline,1714310776004,BTCUSDT,"{'t': 1714310775000, 'T': 1714310775999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027385, 'L': 3577027385, 'o': '63738.00000000', 'c': '63738.00000000', 'h': '63738.00000000', 'l': '63738.00000000', 'v': '0.04465000', 'n': 1, 'x': True, 'q': '2845.90170000', 'V': '0.04465000', 'Q': '2845.90170000', 'B': '0'}"
kline,1714310777005,BTCUSDT,"{'t': 1714310776000, 'T': 1714310776999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027386, 'L': 3577027388, 'o': '63738.00000000', 'c': '63737.99000000', 'h': '63738.00000000', 'l': '63737.99000000', 'v': '0.00232000', 'n': 3, 'x': True, 'q': '147.87213830', 'V': '0.00015000', 'Q': '9.56070000', 'B': '0'}"
kline,1714310778006,BTCUSDT,"{'t': 1714310777000, 'T': 1714310777999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027389, 'L': 3577027391, 'o': '63738.00000000', 'c': '63737.99000000', 'h': '63738.00000000', 'l': '63737.99000000', 'v': '0.00127000', 'n': 3, 'x': True, 'q': '80.94725510', 'V': '0.00078000', 'Q': '49.71564000', 'B': '0'}"
kline,1714310779006,BTCUSDT,"{'t': 1714310778000, 'T': 1714310778999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027392, 'L': 3577027393, 'o': '63737.99000000', 'c': '63738.00000000', 'h': '63738.00000000', 'l': '63737.99000000', 'v': '0.00192000', 'n': 2, 'x': True, 'q': '122.37695640', 'V': '0.00156000', 'Q': '99.43128000', 'B': '0'}"
kline,1714310780006,BTCUSDT,"{'t': 1714310779000, 'T': 1714310779999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027394, 'L': 3577027395, 'o': '63737.99000000', 'c': '63737.99000000', 'h': '63737.99000000', 'l': '63737.99000000', 'v': '0.00222000', 'n': 2, 'x': True, 'q': '141.49833780', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310781006,BTCUSDT,"{'t': 1714310780000, 'T': 1714310780999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027396, 'L': 3577027399, 'o': '63737.99000000', 'c': '63737.99000000', 'h': '63738.00000000', 'l': '63737.99000000', 'v': '0.01557000', 'n': 4, 'x': True, 'q': '992.40054230', 'V': '0.00380000', 'Q': '242.20440000', 'B': '0'}"
kline,1714310782006,BTCUSDT,"{'t': 1714310781000, 'T': 1714310781999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027400, 'L': 3577027400, 'o': '63737.99000000', 'c': '63737.99000000', 'h': '63737.99000000', 'l': '63737.99000000', 'v': '0.00009000', 'n': 1, 'x': True, 'q': '5.73641910', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310783006,BTCUSDT,"{'t': 1714310782000, 'T': 1714310782999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027401, 'L': 3577027416, 'o': '63737.99000000', 'c': '63737.99000000', 'h': '63737.99000000', 'l': '63737.99000000', 'v': '0.31149000', 'n': 16, 'x': True, 'q': '19853.74650510', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310784005,BTCUSDT,"{'t': 1714310783000, 'T': 1714310783999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027417, 'L': 3577027420, 'o': '63738.00000000', 'c': '63738.00000000', 'h': '63738.00000000', 'l': '63738.00000000', 'v': '0.00794000', 'n': 4, 'x': True, 'q': '506.07972000', 'V': '0.00794000', 'Q': '506.07972000', 'B': '0'}"
kline,1714310785005,BTCUSDT,"{'t': 1714310784000, 'T': 1714310784999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027421, 'L': 3577027423, 'o': '63738.00000000', 'c': '63738.00000000', 'h': '63738.00000000', 'l': '63738.00000000', 'v': '0.02335000', 'n': 3, 'x': True, 'q': '1488.28230000', 'V': '0.02335000', 'Q': '1488.28230000', 'B': '0'}"
kline,1714310786005,BTCUSDT,"{'t': 1714310785000, 'T': 1714310785999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027424, 'L': 3577027427, 'o': '63738.00000000', 'c': '63738.00000000', 'h': '63738.00000000', 'l': '63738.00000000', 'v': '0.00117000', 'n': 4, 'x': True, 'q': '74.57346000', 'V': '0.00117000', 'Q': '74.57346000', 'B': '0'}"
kline,1714310787006,BTCUSDT,"{'t': 1714310786000, 'T': 1714310786999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027428, 'L': 3577027429, 'o': '63737.99000000', 'c': '63738.00000000', 'h': '63738.00000000', 'l': '63737.99000000', 'v': '0.00387000', 'n': 2, 'x': True, 'q': '246.66605860', 'V': '0.00373000', 'Q': '237.74274000', 'B': '0'}"
kline,1714310788005,BTCUSDT,"{'t': 1714310787000, 'T': 1714310787999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027430, 'L': 3577027431, 'o': '63738.00000000', 'c': '63738.00000000', 'h': '63738.00000000', 'l': '63738.00000000', 'v': '0.00103000', 'n': 2, 'x': True, 'q': '65.65014000', 'V': '0.00103000', 'Q': '65.65014000', 'B': '0'}"
kline,1714310789005,BTCUSDT,"{'t': 1714310788000, 'T': 1714310788999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027432, 'L': 3577027433, 'o': '63738.00000000', 'c': '63737.99000000', 'h': '63738.00000000', 'l': '63737.99000000', 'v': '0.04261000', 'n': 2, 'x': True, 'q': '2715.87615810', 'V': '0.04042000', 'Q': '2576.28996000', 'B': '0'}"
kline,1714310790006,BTCUSDT,"{'t': 1714310789000, 'T': 1714310789999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027434, 'L': 3577027445, 'o': '63738.00000000', 'c': '63736.10000000', 'h': '63738.00000000', 'l': '63736.10000000', 'v': '0.29567000', 'n': 12, 'x': True, 'q': '18845.34243810', 'V': '0.02261000', 'Q': '1441.08688500', 'B': '0'}"
kline,1714310791005,BTCUSDT,"{'t': 1714310790000, 'T': 1714310790999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027446, 'L': 3577027446, 'o': '63736.11000000', 'c': '63736.11000000', 'h': '63736.11000000', 'l': '63736.11000000', 'v': '0.00325000', 'n': 1, 'x': True, 'q': '207.14235750', 'V': '0.00325000', 'Q': '207.14235750', 'B': '0'}"
kline,1714310792005,BTCUSDT,"{'t': 1714310791000, 'T': 1714310791999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027447, 'L': 3577027447, 'o': '63736.11000000', 'c': '63736.11000000', 'h': '63736.11000000', 'l': '63736.11000000', 'v': '0.03733000', 'n': 1, 'x': True, 'q': '2379.26898630', 'V': '0.03733000', 'Q': '2379.26898630', 'B': '0'}"
kline,1714310793005,BTCUSDT,"{'t': 1714310792000, 'T': 1714310792999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027448, 'L': 3577027449, 'o': '63736.11000000', 'c': '63736.11000000', 'h': '63736.11000000', 'l': '63736.11000000', 'v': '0.00156000', 'n': 2, 'x': True, 'q': '99.42833160', 'V': '0.00156000', 'Q': '99.42833160', 'B': '0'}"
kline,1714310794005,BTCUSDT,"{'t': 1714310793000, 'T': 1714310793999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027450, 'L': 3577027452, 'o': '63736.10000000', 'c': '63736.10000000', 'h': '63736.10000000', 'l': '63736.10000000', 'v': '0.00061000', 'n': 3, 'x': True, 'q': '38.87902100', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310795005,BTCUSDT,"{'t': 1714310794000, 'T': 1714310794999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027453, 'L': 3577027456, 'o': '63736.10000000', 'c': '63736.11000000', 'h': '63736.11000000', 'l': '63736.10000000', 'v': '0.00108000', 'n': 4, 'x': True, 'q': '68.83499000', 'V': '0.00020000', 'Q': '12.74722200', 'B': '0'}"
kline,1714310796005,BTCUSDT,"{'t': 1714310795000, 'T': 1714310795999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027457, 'L': 3577027459, 'o': '63736.11000000', 'c': '63736.10000000', 'h': '63736.11000000', 'l': '63736.10000000', 'v': '0.00084000', 'n': 3, 'x': True, 'q': '53.53832840', 'V': '0.00044000', 'Q': '28.04388840', 'B': '0'}"
kline,1714310797005,BTCUSDT,"{'t': 1714310796000, 'T': 1714310796999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027460, 'L': 3577027466, 'o': '63736.10000000', 'c': '63736.10000000', 'h': '63736.11000000', 'l': '63736.10000000', 'v': '0.12930000', 'n': 7, 'x': True, 'q': '8241.07890980', 'V': '0.11798000', 'Q': '7519.58625780', 'B': '0'}"
kline,1714310798005,BTCUSDT,"{'t': 1714310797000, 'T': 1714310797999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027467, 'L': 3577027467, 'o': '63736.10000000', 'c': '63736.10000000', 'h': '63736.10000000', 'l': '63736.10000000', 'v': '0.00089000', 'n': 1, 'x': True, 'q': '56.72512900', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310799005,BTCUSDT,"{'t': 1714310798000, 'T': 1714310798999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027468, 'L': 3577027470, 'o': '63736.10000000', 'c': '63736.11000000', 'h': '63736.11000000', 'l': '63736.10000000', 'v': '0.00481000', 'n': 3, 'x': True, 'q': '306.57068780', 'V': '0.00468000', 'Q': '298.28499480', 'B': '0'}"
kline,1714310800006,BTCUSDT,"{'t': 1714310799000, 'T': 1714310799999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027471, 'L': 3577027473, 'o': '63736.11000000', 'c': '63736.11000000', 'h': '63736.11000000', 'l': '63736.10000000', 'v': '0.01177000', 'n': 3, 'x': True, 'q': '750.17397470', 'V': '0.00777000', 'Q': '495.22957470', 'B': '0'}"
kline,1714310801005,BTCUSDT,"{'t': 1714310800000, 'T': 1714310800999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027474, 'L': 3577027480, 'o': '63736.10000000', 'c': '63735.47000000', 'h': '63736.10000000', 'l': '63735.47000000', 'v': '0.04767000', 'n': 7, 'x': True, 'q': '3038.29039920', 'V': '0.01506000', 'Q': '959.85617820', 'B': '0'}"
kline,1714310802006,BTCUSDT,"{'t': 1714310801000, 'T': 1714310801999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027481, 'L': 3577027483, 'o': '63735.46000000', 'c': '63735.46000000', 'h': '63735.46000000', 'l': '63735.46000000', 'v': '0.01110000', 'n': 3, 'x': True, 'q': '707.46360600', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310803005,BTCUSDT,"{'t': 1714310802000, 'T': 1714310802999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027484, 'L': 3577027484, 'o': '63735.46000000', 'c': '63735.46000000', 'h': '63735.46000000', 'l': '63735.46000000', 'v': '0.00082000', 'n': 1, 'x': True, 'q': '52.26307720', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310804005,BTCUSDT,"{'t': 1714310803000, 'T': 1714310803999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027485, 'L': 3577027485, 'o': '63735.47000000', 'c': '63735.47000000', 'h': '63735.47000000', 'l': '63735.47000000', 'v': '0.00039000', 'n': 1, 'x': True, 'q': '24.85683330', 'V': '0.00039000', 'Q': '24.85683330', 'B': '0'}"
kline,1714310805006,BTCUSDT,"{'t': 1714310804000, 'T': 1714310804999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027486, 'L': 3577027487, 'o': '63735.47000000', 'c': '63735.46000000', 'h': '63735.47000000', 'l': '63735.46000000', 'v': '0.00056000', 'n': 2, 'x': True, 'q': '35.69186160', 'V': '0.00040000', 'Q': '25.49418800', 'B': '0'}"
kline,1714310806005,BTCUSDT,"{'t': 1714310805000, 'T': 1714310805999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027488, 'L': 3577027492, 'o': '63735.46000000', 'c': '63735.46000000', 'h': '63735.47000000', 'l': '63735.46000000', 'v': '0.01015000', 'n': 5, 'x': True, 'q': '646.91497660', 'V': '0.00576000', 'Q': '367.11630720', 'B': '0'}"
kline,1714310807005,BTCUSDT,"{'t': 1714310806000, 'T': 1714310806999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027493, 'L': 3577027494, 'o': '63735.47000000', 'c': '63735.47000000', 'h': '63735.47000000', 'l': '63735.47000000', 'v': '0.00105000', 'n': 2, 'x': True, 'q': '66.92224350', 'V': '0.00105000', 'Q': '66.92224350', 'B': '0'}"
kline,1714310808006,BTCUSDT,"{'t': 1714310807000, 'T': 1714310807999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027495, 'L': 3577027496, 'o': '63735.47000000', 'c': '63735.46000000', 'h': '63735.47000000', 'l': '63735.46000000', 'v': '0.00149000', 'n': 2, 'x': True, 'q': '94.96583730', 'V': '0.00019000', 'Q': '12.10973930', 'B': '0'}"
kline,1714310809006,BTCUSDT,"{'t': 1714310808000, 'T': 1714310808999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027497, 'L': 3577027570, 'o': '63735.47000000', 'c': '63723.16000000', 'h': '63735.47000000', 'l': '63723.15000000', 'v': '2.40074000', 'n': 74, 'x': True, 'q': '153005.14000450', 'V': '0.04177000', 'Q': '2661.90781370', 'B': '0'}"
kline,1714310810005,BTCUSDT,"{'t': 1714310809000, 'T': 1714310809999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027571, 'L': 3577027578, 'o': '63723.15000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.01723000', 'n': 8, 'x': True, 'q': '1097.95002330', 'V': '0.01488000', 'Q': '948.20062080', 'B': '0'}"
